[  6.59637629,-14.34614505,  2.62992204,  3.56707872,  2.91693884,  0.85924088, -3.98756781, -8.95760602, -7.47034251, -4.08393554, -3.42263739,-11.02517557,-10.87202963]
[ 13.04592118,-17.17327799,-19.4252809 ,  8.91600711, -4.52740464, -2.58057941,-19.144721  ,  2.57182804, 12.88602328,  4.52283448,-11.64716063,  2.40139107,  4.44076501]
[ 16.62363944, 24.67798892,-10.99668578,-19.77186379,-10.09387765, -1.97045007,-12.14913473,-11.73070771,  1.19269596, -0.58867085, -1.79931405,  5.03832218, -8.57681783]
[ 19.68264445,-13.65258032,-20.07096918, 31.31363112,-19.15319234,-41.15799973,  0.06599016,-13.08376533,  6.43145509,-25.90375463, 10.95774749,  5.13493225,-17.55589893]
[  7.63632078,-16.65816091,-11.50199145, -3.44469862, -4.75682498, -6.43730242, -8.72417288, -6.06366503, -7.36592189, -4.91121453,-10.07264717, -6.13934995, -4.92324356]
[ 19.18794063,  8.3810289 ,-20.82158475,  3.28122812,  1.50362972,-29.89360818,-20.69225262,  2.98168962, 10.94396702,  5.46504367,-20.00746926,  5.82753362, -7.90903704]
[ 18.01431377, 12.84866375,-14.81648467,-21.6500939 ,-25.34555255,  4.07055673, 15.31102158,-24.48605266,-12.62362853, -0.65226314,-16.58752716, -5.41189914, -8.60004259]
[ 20.77658418,-42.46242272, 15.35578461,  2.21810355,-20.66445394, 22.47913151,-15.6273807 ,  0.63894627,  4.36379379, -5.42452717,  0.99838551, -1.86356863, -2.48845169]
[ 8.70333422,-0.48202427,-2.18082637,-3.99727988,-7.50918462,-5.51008795,-6.78884635,-5.39631473,-4.42131964, 0.44256512,-3.2200142 ,-0.45723872, 3.8702532 ]
[  8.83073888,-11.75209322,  0.29211922,  3.7171753 ,  3.43080748,  6.67158881,  2.77266107,  6.38428105,  7.919578  ,  4.94244552,  0.68155893,  2.28867147,  3.0650395 ]
[ 18.35452577, -6.41149535, -2.49098103, 36.05039614, -5.63045765,-35.78762812,-29.35906423, -4.2828807 ,-16.08217546,-24.60631118, -9.77651914,  9.95164933,-16.29073536]
[ 18.32021526, 12.29347069,-16.10939768,-23.76448119,-30.61956049, 20.26856925,-13.64399197,-10.53323297, -6.423923  ,-13.89405069, 12.68966527, -9.62934351,  0.34128081]
[ 14.38761428, 13.4318573 , -6.54622328,  8.43779813, -5.73873662, -6.90254049,-27.02567538,  0.65641131,  3.30378468,-20.57330743,-11.97526056, -9.04217396,  0.89019717]
[ 16.62456528, 13.24821872, -4.16364146, -2.3344843 ,-17.06273665,  6.4752039 ,-24.99961917,-22.9286796 ,-15.51815334,  4.25622424,  6.35093782,-17.34896403, -3.97009644]
[  8.9140336 ,-18.55997075,  3.84587573,  4.67498185,  6.91644726,  9.89113573,  8.14784636,  8.07728447,  6.9916891 ,  6.08428839,  4.82915884,  3.61116891,  1.9207917 ]
[ 11.96411245,-11.49061659,  0.59926962,  3.61343705, 10.94144398, 10.85912256,  1.79831748,  2.44227914,  2.65292627,  2.21678772,  0.46518027,  2.38769707,  5.46375003]
[ 17.537818  , 13.6112149 ,  5.34460698,-23.58911461,-27.56576529,-16.97426282, -0.81514334,-18.29889109, 14.15611296,  0.46599421,  3.97529813,  2.0555711 ,-22.85279507]
[ 10.2835722 ,-12.39098529, -0.15866451,  4.8368947 ,  2.09871314,  6.31908291,  0.07969353,  5.24202416,  6.92990331,  8.41755026,  4.96587267,  1.35636672, -2.26371492]
[ 18.72964445,-13.0210228 , -6.26151779, 37.26934251,-20.01523366,-23.78373031, -4.00873228, -6.97010814, -7.89455061,-27.2129899 , 12.39580638,-15.53279425,-16.84068259]
[ 15.04857991, 15.40939053, -6.01073845, 12.31193471, -7.96042085,-10.96997567, -1.79030054,-25.4867123 ,-12.26113488, -2.34364755,-10.22609641,-11.04783619, -4.05034139]
[ 18.24027538, -4.52537149,-11.93594011,  6.44033203,-23.75204661, -6.96973883,-44.33866866, -3.2458801 , -9.29622677, -6.62455497, -1.31406244, -1.82656423, 22.26799544]
[ 13.59264812,  8.98601945,  6.46352263, -1.47542259,-13.36875834,  0.33079026,  2.05186253,-11.27292387,-12.84050333, -6.8109996 , -3.93112033, -4.99680211, -5.85987572]
[ 17.45479604,-15.3279763 , 15.01137608,-10.78447711,-14.19215866, -9.68428552,-30.86317683, -4.68514298, -5.28003202, 10.93337407, -4.27895854, -6.63542045, -1.75154554]
[ 18.55224177, -3.28908387,-16.21491901,  1.39430311,-13.40553924, -1.44218697,-24.15597738,  6.69207347,-13.07341157,  6.41352709,-29.4069259 ,-30.69771554,-10.4324119 ]
[ 11.66779229,-15.35741381,-26.04379651,  4.10059495, -7.01340444, 15.18428915,-20.22945867, -0.08167026, 24.2905365 , 17.15947347,-12.19528252, -0.66390412,  7.44349874]
[ 18.46384984,  8.0650354 ,-28.58820325,  3.35507895,-30.59158213, -5.42769792, 28.8240619 ,-34.50470642, -4.62648742,  8.98692475, -3.58915041, -9.75357248,-14.89230754]
